,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
217,218,110.0,0.0,USA,123000000.0,260031035.0,141414,482.0,175.0,0,2000.0,1000.0,722.0,636.0,4146,6.0,Fair
250,251,114.0,0.0,USA,110000000.0,155181732.0,147497,499.0,358.0,52000,62.0,12000.0,2000.0,884.0,16718,6.1,Good
2234,2235,103.0,3.0,Germany,,26870825.0,22604,124.0,90.0,0,31.0,12000.0,804.0,733.0,14903,6.4,Good
3359,3360,111.0,2.0,USA,8000000.0,69800000.0,54723,99.0,43.0,0,2000.0,15000.0,161.0,51.0,15361,6.2,Good
4012,4013,98.0,0.0,USA,3500000.0,,1634,11.0,15.0,127,0.0,368.0,168.0,31.0,668,6.1,Good
1305,1306,89.0,0.0,USA,40000000.0,9652000.0,46205,147.0,78.0,0,0.0,1000.0,627.0,500.0,3096,5.8,Fair
3894,3895,86.0,0.0,USA,4500000.0,,2806,11.0,46.0,0,2.0,707.0,619.0,555.0,2634,4.3,Fair
2069,2070,98.0,2.0,USA,23000000.0,7434726.0,14473,81.0,30.0,0,23.0,1000.0,1000.0,982.0,3671,6.0,Fair
33,34,104.0,0.0,Canada,210000000.0,234360014.0,383427,1912.0,334.0,0,420.0,20000.0,808.0,560.0,21714,6.8,Good
3448,3449,103.0,0.0,France,50000000.0,206400.0,1439,26.0,38.0,26,27.0,71.0,59.0,59.0,262,6.9,Good
3893,3894,111.0,0.0,USA,3600000.0,31968347.0,93894,286.0,123.0,0,81.0,12000.0,898.0,687.0,14823,7.6,Good
2761,2762,120.0,0.0,UK,15000000.0,141319195.0,641997,1017.0,418.0,13000,0.0,668.0,56.0,40.0,820,8.0,Good
4878,4879,108.0,0.0,USA,,,870,18.0,15.0,76,32.0,602.0,427.0,180.0,1991,4.5,Fair
4361,4362,96.0,4.0,USA,1800000.0,,22764,91.0,62.0,511,88.0,595.0,356.0,196.0,1432,5.5,Fair
2709,2710,99.0,1.0,USA,,,1465,56.0,,515,45.0,1000.0,393.0,224.0,2166,7.4,Good
4812,4813,96.0,0.0,USA,375000.0,,141219,740.0,304.0,12000,0.0,634.0,66.0,58.0,813,7.6,Good
2681,2682,97.0,1.0,USA,15000000.0,14938570.0,111625,369.0,414.0,20000,181.0,11000.0,820.0,748.0,14025,6.2,Good
1678,1679,105.0,1.0,USA,35000000.0,20422207.0,15052,116.0,73.0,484,34.0,1000.0,681.0,642.0,4369,5.2,Fair
479,480,74.0,0.0,USA,80000000.0,60507228.0,27543,186.0,129.0,607,11.0,340.0,243.0,62.0,814,7.3,Good
1762,1763,91.0,0.0,USA,30000000.0,51475962.0,177828,714.0,136.0,11000,446.0,1000.0,872.0,660.0,3969,7.3,Good
3036,3037,101.0,1.0,USA,11000000.0,41227069.0,162701,962.0,80.0,19000,163.0,683.0,548.0,488.0,2436,7.4,Good
2541,2542,129.0,0.0,USA,16000000.0,54000000.0,26310,154.0,79.0,0,0.0,844.0,617.0,359.0,2330,7.8,Good
17,18,136.0,4.0,USA,250000000.0,241063875.0,370704,484.0,448.0,58000,252.0,40000.0,11000.0,1000.0,54083,6.7,Good
730,731,140.0,1.0,USA,60000000.0,80574010.0,63493,302.0,213.0,26000,708.0,11000.0,8000.0,745.0,20440,5.7,Fair
2230,2231,75.0,0.0,USA,9000000.0,23078294.0,25870,281.0,112.0,0,19.0,1000.0,934.0,806.0,3590,5.1,Fair
3073,3074,118.0,2.0,Australia,15000000.0,399879.0,5772,115.0,75.0,302,10.0,172.0,71.0,48.0,378,6.4,Good
108,109,126.0,2.0,USA,155000000.0,89732035.0,188457,867.0,474.0,82000,230.0,24000.0,10000.0,2000.0,38873,6.6,Good
1279,1280,99.0,0.0,USA,40000000.0,25117498.0,37412,178.0,190.0,0,81.0,327.0,253.0,135.0,960,5.7,Fair
708,709,117.0,0.0,USA,65000000.0,210592590.0,607235,2073.0,460.0,13000,0.0,18000.0,13000.0,447.0,32360,7.7,Good
3669,3670,116.0,0.0,USA,5500000.0,50382128.0,10472,202.0,62.0,0,0.0,907.0,637.0,476.0,2723,5.6,Fair
4338,4339,108.0,1.0,USA,2000000.0,,583,14.0,2.0,651,531.0,10000.0,1000.0,894.0,15707,4.4,Fair
134,135,131.0,0.0,China,150000000.0,195000874.0,232187,440.0,465.0,47000,188.0,10000.0,10000.0,641.0,21840,7.4,Good
3718,3719,110.0,0.0,UK,5000000.0,21994911.0,98354,433.0,151.0,0,335.0,838.0,203.0,34.0,1122,7.7,Good
4851,4852,113.0,5.0,USA,250000.0,12006514.0,114070,500.0,147.0,0,0.0,13000.0,1000.0,781.0,15765,7.3,Good
210,211,132.0,3.0,USA,125000000.0,209805005.0,284792,366.0,342.0,54000,681.0,23000.0,14000.0,12000.0,55345,7.3,Good
3019,3020,134.0,0.0,Japan,11900000.0,48856.0,3466,40.0,25.0,355,0.0,15.0,6.0,4.0,30,7.5,Good
135,136,119.0,0.0,USA,150000000.0,61937495.0,89442,432.0,357.0,0,394.0,12000.0,490.0,162.0,13071,5.8,Fair
1433,1434,75.0,2.0,USA,33000000.0,57651794.0,40651,209.0,90.0,0,221.0,11000.0,970.0,553.0,13125,5.6,Fair
245,246,91.0,0.0,UK,100000000.0,274084951.0,582917,1885.0,738.0,147000,0.0,39.0,23.0,13.0,87,7.8,Good
550,551,123.0,2.0,USA,80000000.0,41523271.0,57038,261.0,132.0,0,272.0,13000.0,450.0,193.0,13934,6.6,Good
3835,3836,89.0,2.0,Canada,5000000.0,,436,8.0,8.0,31,0.0,584.0,580.0,413.0,2668,5.3,Fair
4322,4323,81.0,0.0,UK,2000000.0,,7,,,0,0.0,674.0,27.0,8.0,712,7.4,Good
876,877,141.0,0.0,USA,55000000.0,35707327.0,199056,387.0,264.0,14000,16000.0,11000.0,963.0,539.0,12840,7.8,Good
4084,4085,94.0,0.0,USA,,6879730.0,806,23.0,17.0,187,78.0,912.0,637.0,469.0,3049,6.9,Good
373,374,88.0,0.0,USA,90000000.0,75817994.0,32049,179.0,122.0,988,50.0,691.0,569.0,441.0,2622,4.9,Fair
1592,1593,135.0,1.0,USA,30000000.0,122012643.0,143696,241.0,104.0,0,323.0,826.0,692.0,495.0,2575,7.6,Good
1887,1888,121.0,1.0,UK,25000000.0,71309760.0,150308,498.0,152.0,18000,529.0,541.0,399.0,163.0,1323,7.3,Good
757,758,98.0,2.0,USA,60000000.0,50189179.0,61966,207.0,81.0,797,11.0,966.0,680.0,107.0,2018,5.3,Fair
3372,3373,80.0,,USA,,,59,6.0,6.0,240,2.0,861.0,163.0,102.0,1279,7.8,Good
899,900,128.0,0.0,Germany,55000000.0,7221458.0,20740,178.0,127.0,0,234.0,14000.0,12000.0,581.0,27614,6.2,Good
1837,1838,117.0,3.0,USA,27000000.0,87341380.0,255257,374.0,232.0,0,234.0,11000.0,989.0,919.0,15590,7.0,Good
1369,1370,110.0,12.0,USA,40000000.0,41102171.0,57266,89.0,170.0,14000,52.0,10000.0,2000.0,651.0,13396,5.7,Fair
4374,4375,81.0,1.0,Germany,3500000.0,7267324.0,161471,709.0,181.0,0,670.0,486.0,37.0,34.0,623,7.8,Good
3832,3833,87.0,6.0,USA,4700000.0,,1427,12.0,4.0,491,20.0,571.0,345.0,329.0,2006,3.2,Bad
1047,1048,120.0,1.0,USA,48000000.0,50173190.0,148490,537.0,140.0,0,34.0,18000.0,12000.0,1000.0,33615,7.4,Good
4085,4086,90.0,1.0,USA,3000000.0,5844929.0,6000,109.0,75.0,595,15.0,953.0,625.0,453.0,2510,7.0,Good
1470,1471,107.0,5.0,USA,55000000.0,19389454.0,54643,335.0,173.0,0,161.0,21000.0,826.0,549.0,22974,7.4,Good
2617,2618,100.0,1.0,Canada,20000000.0,71588220.0,134869,304.0,393.0,57000,127.0,1000.0,340.0,250.0,1949,6.2,Good
3737,3738,94.0,4.0,USA,5000000.0,14123773.0,108683,561.0,444.0,25000,520.0,11000.0,892.0,192.0,12306,5.3,Fair
1045,1046,137.0,3.0,Czech Republic,50000000.0,1206135.0,40568,185.0,172.0,18000,79.0,27000.0,254.0,194.0,27666,6.4,Good
4436,4437,101.0,1.0,USA,2500000.0,1163508.0,20376,166.0,234.0,15000,0.0,1000.0,725.0,721.0,5158,5.1,Fair
976,977,118.0,1.0,USA,50000000.0,44737059.0,48322,261.0,118.0,0,41.0,18000.0,4000.0,585.0,24024,6.5,Good
285,286,144.0,1.0,UK,150000000.0,167007184.0,470483,2301.0,400.0,0,258.0,6000.0,1000.0,834.0,9125,8.0,Good
1025,1026,95.0,1.0,USA,50000000.0,20488579.0,113483,245.0,180.0,0,83.0,18000.0,8000.0,1000.0,29926,5.8,Fair
4865,4866,92.0,2.0,UK,250000.0,177840.0,708,22.0,29.0,93,99.0,793.0,605.0,181.0,1987,6.1,Good
2105,2106,106.0,1.0,USA,30000000.0,17951431.0,25462,200.0,95.0,804,12.0,962.0,844.0,595.0,4239,5.8,Fair
4149,4150,107.0,2.0,UK,2800000.0,,80961,310.0,154.0,7000,503.0,264.0,139.0,108.0,673,7.6,Good
1054,1055,96.0,1.0,USA,47000000.0,60154431.0,122347,345.0,72.0,0,0.0,2000.0,1000.0,302.0,3718,6.0,Fair
3884,3885,94.0,0.0,Canada,4000000.0,105500000.0,31260,152.0,75.0,0,84.0,110.0,95.0,95.0,582,6.2,Good
1701,1702,100.0,0.0,USA,45000000.0,9353573.0,56451,524.0,130.0,0,70.0,473.0,315.0,99.0,1100,2.7,Bad
4490,4491,111.0,0.0,USA,1200000.0,9180275.0,22145,231.0,122.0,756,50.0,2000.0,710.0,612.0,4288,7.7,Good
1314,1315,91.0,8.0,USA,40000000.0,18438149.0,30842,93.0,70.0,0,48.0,61.0,46.0,39.0,222,5.9,Fair
1030,1031,87.0,0.0,USA,50000000.0,6291602.0,8070,91.0,82.0,255,0.0,2000.0,602.0,591.0,3954,5.6,Fair
438,439,142.0,0.0,USA,78000000.0,407999255.0,701607,1959.0,673.0,140000,378.0,34000.0,14000.0,575.0,49942,7.3,Good
3080,3081,97.0,0.0,USA,10000000.0,11043445.0,27689,74.0,81.0,1000,21.0,17000.0,1000.0,499.0,20312,6.5,Good
2678,2679,109.0,1.0,Canada,15000000.0,16459004.0,13320,415.0,88.0,327,11.0,471.0,308.0,159.0,1069,4.9,Fair
3753,3754,99.0,1.0,USA,8000000.0,10572742.0,2326,21.0,45.0,738,1000.0,849.0,578.0,409.0,2269,6.1,Good
773,774,125.0,0.0,USA,60000000.0,40559930.0,41727,184.0,211.0,0,209.0,8000.0,1000.0,896.0,10623,6.2,Good
1519,1520,114.0,1.0,USA,34000000.0,6543194.0,3740,61.0,52.0,314,46.0,818.0,649.0,292.0,1778,5.6,Fair
4523,4524,89.0,1.0,USA,1100000.0,,737,15.0,17.0,444,252.0,1000.0,745.0,252.0,2510,3.0,Bad
4544,4545,83.0,0.0,USA,1000000.0,53245055.0,30570,290.0,225.0,12000,19.0,403.0,169.0,128.0,988,4.2,Fair
5024,5025,108.0,2.0,USA,10000.0,180483.0,16792,183.0,73.0,0,0.0,462.0,143.0,105.0,760,6.1,Good
1566,1567,75.0,0.0,USA,32000000.0,3562749.0,5600,49.0,18.0,643,10.0,3000.0,2000.0,826.0,7394,6.9,Good
271,272,165.0,1.0,USA,107000000.0,58183966.0,79186,386.0,174.0,0,0.0,10000.0,851.0,780.0,14196,6.8,Good
977,978,113.0,7.0,USA,50000000.0,56724080.0,172112,181.0,291.0,39000,22.0,3000.0,1000.0,1000.0,8398,6.7,Good
4953,4954,77.0,0.0,USA,103000.0,,98,5.0,1.0,0,7.0,206.0,81.0,69.0,516,5.7,Fair
2707,2708,97.0,4.0,USA,20000000.0,8586376.0,26598,132.0,63.0,1000,2.0,890.0,852.0,461.0,3161,4.9,Fair
2484,2485,101.0,0.0,USA,17000000.0,96471845.0,268581,1109.0,239.0,20000,448.0,482.0,203.0,83.0,956,7.6,Good
4265,4266,80.0,0.0,USA,2700000.0,5792822.0,168398,492.0,211.0,13000,0.0,50.0,8.0,3.0,65,8.0,Good
4589,4590,91.0,1.0,New Zealand,1000000.0,287761.0,2482,16.0,31.0,0,9.0,53.0,24.0,9.0,86,7.6,Good
431,432,88.0,0.0,USA,85000000.0,80170146.0,243053,488.0,238.0,0,218.0,17000.0,4000.0,521.0,21863,6.1,Good
1132,1133,52.0,9.0,France,,,15762,47.0,23.0,17000,,164.0,116.0,114.0,654,8.3,Excellent
4066,4067,100.0,1.0,USA,3000000.0,15369573.0,2580,54.0,16.0,710,32.0,610.0,232.0,175.0,1441,5.3,Fair
666,667,104.0,1.0,USA,60000000.0,69688384.0,34473,139.0,86.0,0,226.0,13000.0,718.0,577.0,16452,6.1,Good
1078,1079,141.0,0.0,USA,45000000.0,100768056.0,59569,89.0,43.0,0,79.0,18000.0,8000.0,956.0,30063,6.5,Good
3165,3166,114.0,0.0,USA,10000000.0,,20113,178.0,98.0,0,0.0,537.0,376.0,298.0,1856,6.8,Good
2529,2530,83.0,1.0,USA,17000000.0,4930798.0,16268,108.0,145.0,0,57.0,465.0,152.0,62.0,730,4.1,Fair
